Transaction,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount,netamount,expectedshipdate,expectedreceiptdate,MEMO,mainline,UNIQUEKEY,kitmemberof
1156281,30,889,28,65,65,65,12,12,780,,,,,261081,
1156284,36,108,14,2,2,2,57,57,114,,,,,261082,
1156289,34,855,20,77,77,77,28,28,2156,,,,,261083,
1156291,17,617,17,97,97,97,10,10,970,,,,,261084,
1156295,28,300,19,40,40,40,44,44,1760,,,,,261085,
1156300,17,688,29,81,81,81,18,18,1458,,,,,261086,
1156302,34,108,30,45,0,0,21,21,945,,,,,261087,
1156306,36,568,19,82,82,82,44,44,3608,,,,,261088,
1156311,26,617,22,2,2,2,8,8,16,,,,,261089,
1156315,27,688,26,75,75,75,58,58,4350,,,,,261090,
1156316,15,568,31,4,4,4,72,72,288,,,,,261091,
1156317,14,543,26,55,55,55,58,58,3190,,,,,261092,
1156320,23,889,20,3,3,3,28,28,84,,,,,261093,
1156325,29,568,18,91,91,91,100,100,9100,,,,,261094,
1156327,15,108,15,56,0,0,56,56,3136,,,,,261095,
1156328,17,108,26,29,29,29,58,58,1682,,,,,261096,
1156331,20,889,21,16,16,16,20,20,320,,,,,261097,
1156336,32,688,16,97,0,0,40,40,3880,,,,,261098,
1156338,12,543,22,46,46,46,8,8,368,,,,,261099,
1156341,27,607,27,13,13,13,3,3,39,,,,,261100,
1156346,36,305,23,41,41,41,97,97,3977,,,,,261101,
1156347,20,305,28,73,73,73,12,12,876,,,,,261102,
1156348,13,543,15,8,8,8,56,56,448,,,,,261103,
1156352,36,543,17,26,26,26,10,10,260,,,,,261104,
1156355,24,889,29,46,46,46,18,18,828,,,,,261105,
1156360,37,889,16,77,77,77,40,40,3080,,,,,261106,
1156365,34,855,16,49,49,49,40,40,1960,,,,,261107,
1156369,34,688,23,17,17,17,97,97,1649,,,,,261108,
1156370,20,543,24,62,62,0,71,71,4402,,,,,261109,
1156371,15,855,30,81,81,81,21,21,1701,,,,,261110,
1156373,32,300,30,46,46,46,21,21,966,,,,,261111,
1156376,31,543,23,63,63,63,97,97,6111,,,,,261112,
1156379,18,108,31,28,28,28,72,72,2016,,,,,261113,
1156384,16,889,26,49,49,49,58,58,2842,,,,,261114,
1156389,33,543,17,92,92,92,10,10,920,,,,,261115,
1156393,37,688,22,47,0,0,8,8,376,,,,,261116,
1156395,14,108,15,39,39,39,56,56,2184,,,,,261117,
1156397,27,108,22,74,74,74,8,8,592,,,,,261118,
1156399,13,688,25,15,0,0,78,78,1170,,,,,261119,
1156403,34,889,21,41,41,41,20,20,820,,,,,261120,
1156405,23,889,31,81,81,81,72,72,5832,,,,,261121,
1156410,25,305,26,7,7,7,58,58,406,,,,,261122,
1156412,16,568,17,29,29,29,10,10,290,,,,,261123,
1156414,13,607,31,14,0,0,72,72,1008,,,,,261124,
1156415,15,305,17,35,35,35,10,10,350,,,,,261125,
1156417,33,108,24,39,39,39,71,71,2769,,,,,261126,
1156420,12,568,24,38,38,38,71,71,2698,,,,,261127,
1156421,34,300,20,19,19,19,28,28,532,,,,,261128,
1156424,19,543,20,88,88,88,28,28,2464,,,,,261129,
1156427,13,108,20,19,19,19,28,28,532,,,,,261130,
1156431,20,607,31,33,0,0,72,72,2376,,,,,261131,
1156436,30,889,26,96,96,96,58,58,5568,,,,,261132,
1156441,33,568,22,24,24,24,8,8,192,,,,,261133,
1156444,36,300,22,43,0,0,8,8,344,,,,,261134,
1156445,26,607,23,77,77,77,97,97,7469,,,,,261135,
1156447,15,568,30,28,28,28,21,21,588,,,,,261136,
1156449,15,300,23,55,55,55,97,97,5335,,,,,261137,
1156450,29,568,30,21,21,21,21,21,441,,,,,261138,
1156452,32,688,25,14,14,14,78,78,1092,,,,,261139,
1156455,31,889,21,78,78,0,20,20,1560,,,,,261140,
1156456,34,300,31,90,90,90,72,72,6480,,,,,261141,
1156458,11,305,14,39,39,39,57,57,2223,,,,,261142,
1156460,27,300,27,65,65,65,3,3,195,,,,,261143,
1156462,26,543,25,99,99,99,78,78,7722,,,,,261144,
1156463,25,305,30,95,95,95,21,21,1995,,,,,261145,
1156466,37,617,14,73,73,73,57,57,4161,,,,,261146,
1156468,36,855,19,14,14,14,44,44,616,,,,,261147,
1156473,25,889,26,93,93,0,58,58,5394,,,,,261148,
1156474,33,108,25,59,59,59,78,78,4602,,,,,261149,
1156478,16,617,30,44,44,44,21,21,924,,,,,261150,
1156479,20,617,15,99,99,0,56,56,5544,,,,,261151,
1156483,27,889,24,1,1,1,71,71,71,,,,,261152,
1156484,17,607,31,32,32,32,72,72,2304,,,,,261153,
1156489,25,889,19,35,35,35,44,44,1540,,,,,261154,
1156493,33,889,30,67,67,67,21,21,1407,,,,,261155,
1156496,12,607,27,52,52,52,3,3,156,,,,,261156,
1156501,30,617,18,65,65,65,100,100,6500,,,,,261157,
1156502,34,607,22,62,62,62,8,8,496,,,,,261158,
1156503,33,305,26,27,27,27,58,58,1566,,,,,261159,
1156508,35,855,15,33,33,33,56,56,1848,,,,,261160,
1156512,17,688,15,41,41,41,56,56,2296,,,,,261161,
1156514,14,108,19,60,60,60,44,44,2640,,,,,261162,
1156516,17,855,16,7,7,7,40,40,280,,,,,261163,
1156521,21,855,15,7,0,0,56,56,392,,,,,261164,
1156523,15,889,22,10,10,10,8,8,80,,,,,261165,
1156528,34,688,25,89,89,89,78,78,6942,,,,,261166,
1156530,30,543,30,67,67,67,21,21,1407,,,,,261167,
1156531,21,607,21,91,91,91,20,20,1820,,,,,261168,
1156536,35,855,28,0,0,0,12,12,0,,,,,261169,
1156540,31,607,15,82,82,82,56,56,4592,,,,,261170,
1156543,37,305,29,68,68,68,18,18,1224,,,,,261171,
1156547,36,617,20,100,100,0,28,28,2800,,,,,261172,
1156549,12,305,29,82,82,82,18,18,1476,,,,,261173,
1156552,31,607,15,80,80,80,56,56,4480,,,,,261174,
1156555,26,568,23,20,20,20,97,97,1940,,,,,261175,
1156557,34,108,30,77,77,77,21,21,1617,,,,,261176,
1156559,15,855,17,49,49,49,10,10,490,,,,,261177,
1156561,36,889,22,72,72,72,8,8,576,,,,,261178,
1236411,24,108,26,56,56,56,58,58,3248,,,,,261179,
1236416,19,300,18,46,46,46,100,100,4600,,,,,261180,
1236419,28,300,26,13,13,13,58,58,754,,,,,261181,
1236420,27,688,26,18,18,18,58,58,1044,,,,,261182,
1236424,24,617,28,14,0,0,12,12,168,,,,,261183,
1236425,15,300,29,10,10,10,18,18,180,,,,,261184,
1236426,13,889,17,18,18,18,10,10,180,,,,,261185,
1236427,20,300,22,16,16,0,8,8,128,,,,,261186,
1236430,23,300,25,0,0,0,78,78,0,,,,,261187,
1236435,18,688,16,84,84,84,40,40,3360,,,,,261188,
1236440,25,607,17,95,95,95,10,10,950,,,,,261189,
1236443,25,889,23,39,39,39,97,97,3783,,,,,261190,
1236447,11,305,30,21,21,21,21,21,441,,,,,261191,
1236451,16,543,19,81,81,81,44,44,3564,,,,,261192,
1236454,25,300,14,53,53,53,57,57,3021,,,,,261193,
1236457,18,305,15,68,68,68,56,56,3808,,,,,261194,
1236461,12,688,28,75,75,75,12,12,900,,,,,261195,
1236464,15,855,28,7,7,7,12,12,84,,,,,261196,
1236465,24,617,24,96,96,96,71,71,6816,,,,,261197,
1236469,25,568,23,63,63,63,97,97,6111,,,,,261198,
1236473,19,543,20,26,26,26,28,28,728,,,,,261199,
1236476,15,568,14,92,92,92,57,57,5244,,,,,261200,
1236479,11,889,24,72,72,72,71,71,5112,,,,,261201,
1236480,29,568,19,50,50,50,44,44,2200,,,,,261202,
1236484,20,889,23,55,55,55,97,97,5335,,,,,261203,
1236485,35,855,29,60,60,60,18,18,1080,,,,,261204,
1236489,26,889,25,7,7,7,78,78,546,,,,,261205,
1236490,17,300,28,53,53,53,12,12,636,,,,,261206,
1236495,37,617,16,72,72,72,40,40,2880,,,,,261207,
1236496,17,889,27,61,61,61,3,3,183,,,,,261208,
1236501,28,617,26,71,71,0,58,58,4118,,,,,261209,
1236502,36,688,25,36,36,36,78,78,2808,,,,,261210,
1236507,25,543,26,87,87,0,58,58,5046,,,,,261211,
1236509,34,305,15,0,0,0,56,56,0,,,,,261212,
1236511,27,617,18,73,73,73,100,100,7300,,,,,261213,
1236515,17,607,31,54,54,54,72,72,3888,,,,,261214,
1236520,15,543,20,99,99,99,28,28,2772,,,,,261215,
1236525,32,688,31,87,87,87,72,72,6264,,,,,261216,
1236528,11,607,18,96,96,96,100,100,9600,,,,,261217,
1236532,37,568,15,77,77,77,56,56,4312,,,,,261218,
1236537,25,305,25,12,12,12,78,78,936,,,,,261219,
1236539,37,300,21,95,95,95,20,20,1900,,,,,261220,
1236542,17,855,30,61,61,61,21,21,1281,,,,,261221,
1236547,15,855,31,38,38,38,72,72,2736,,,,,261222,
1236549,22,889,21,62,62,62,20,20,1240,,,,,261223,
1236550,11,889,28,59,59,59,12,12,708,,,,,261224,
1236554,31,568,16,27,27,27,40,40,1080,,,,,261225,
1236559,25,300,26,0,0,0,58,58,0,,,,,261226,
1236561,15,543,21,62,62,62,20,20,1240,,,,,261227,
1236566,17,617,21,94,94,94,20,20,1880,,,,,261228,
1236570,11,568,16,53,53,53,40,40,2120,,,,,261229,
1236573,15,305,16,75,75,75,40,40,3000,,,,,261230,
1236577,24,855,26,27,27,27,58,58,1566,,,,,261231,
1236578,21,543,27,88,88,88,3,3,264,,,,,261232,
1236580,30,108,30,5,5,5,21,21,105,,,,,261233,
1236582,29,305,18,54,54,54,100,100,5400,,,,,261234,
1236587,11,300,17,51,51,51,10,10,510,,,,,261235,
1236590,26,688,25,78,78,78,78,78,6084,,,,,261236,
1236595,33,300,30,36,36,36,21,21,756,,,,,261237,
1236599,12,300,23,89,89,89,97,97,8633,,,,,261238,
1236604,21,300,20,19,19,19,28,28,532,,,,,261239,
1236607,22,108,25,27,27,27,78,78,2106,,,,,261240,
1236610,22,305,29,76,76,76,18,18,1368,,,,,261241,
1236613,11,305,16,63,63,63,40,40,2520,,,,,261242,
1236615,28,108,25,94,94,94,78,78,7332,,,,,261243,
1236620,17,607,18,9,9,9,100,100,900,,,,,261244,
1236623,30,889,15,35,35,35,56,56,1960,,,,,261245,
1236625,13,305,25,76,0,0,78,78,5928,,,,,261246,
1236628,23,617,24,99,99,99,71,71,7029,,,,,261247,
1236629,20,889,18,84,84,84,100,100,8400,,,,,261248,
1236632,22,108,31,76,76,76,72,72,5472,,,,,261249,
1236637,30,543,27,9,9,0,3,3,27,,,,,261250,
1236642,20,543,31,69,69,69,72,72,4968,,,,,261251,
1236643,20,568,26,3,3,3,58,58,174,,,,,261252,
1236645,15,543,28,45,45,0,12,12,540,,,,,261253,
1236650,25,305,28,42,42,42,12,12,504,,,,,261254,
1236654,32,305,19,6,6,6,44,44,264,,,,,261255,
1236655,33,568,18,73,73,73,100,100,7300,,,,,261256,
1236660,33,607,17,55,0,0,10,10,550,,,,,261257,
1236665,18,108,17,50,50,50,10,10,500,,,,,261258,
1236670,29,855,21,24,24,24,20,20,480,,,,,261259,
1236674,14,889,28,82,0,0,12,12,984,,,,,261260,
1236677,26,889,27,58,58,58,3,3,174,,,,,261261,
1236682,35,300,25,42,42,42,78,78,3276,,,,,261262,
1236687,27,607,29,67,67,67,18,18,1206,,,,,261263,
1236688,11,855,21,51,51,51,20,20,1020,,,,,261264,
1236692,36,889,15,93,93,93,56,56,5208,,,,,261265,
1236693,34,855,23,41,41,41,97,97,3977,,,,,261266,
1236698,13,855,17,51,51,51,10,10,510,,,,,261267,
1236699,22,305,29,40,40,40,18,18,720,,,,,261268,
1236702,26,607,23,41,41,41,97,97,3977,,,,,261269,
1236703,28,617,21,50,50,50,20,20,1000,,,,,261270,
1236704,33,108,21,82,82,82,20,20,1640,,,,,261271,
1236708,20,855,30,44,44,44,21,21,924,,,,,261272,
1236711,16,617,15,64,0,0,56,56,3584,,,,,261273,
1236713,32,108,25,13,13,13,78,78,1014,,,,,261274,
1236715,35,108,21,53,53,53,20,20,1060,,,,,261275,
1236717,37,543,27,81,81,81,3,3,243,,,,,261276,
1236722,13,607,14,38,38,38,57,57,2166,,,,,261277,
1236725,20,300,23,74,74,74,97,97,7178,,,,,261278,
1236728,23,607,19,54,54,54,44,44,2376,,,,,261279,
1236732,27,543,30,58,58,58,21,21,1218,,,,,261280,
1236737,16,688,23,88,88,88,97,97,8536,,,,,261281,
1236740,23,543,27,74,74,74,3,3,222,,,,,261282,
1236744,22,607,19,36,36,36,44,44,1584,,,,,261283,
1236745,20,688,19,32,32,0,44,44,1408,,,,,261284,
1236748,30,305,28,80,80,80,12,12,960,,,,,261285,
1236749,35,889,22,24,24,24,8,8,192,,,,,261286,
1236754,24,855,16,85,85,85,40,40,3400,,,,,261287,
1236755,22,855,15,16,16,16,56,56,896,,,,,261288,
1236759,26,688,24,39,39,39,71,71,2769,,,,,261289,
1236762,21,543,18,28,28,28,100,100,2800,,,,,261290,
1236764,30,300,16,7,7,0,40,40,280,,,,,261291,
1236768,26,305,16,56,56,56,40,40,2240,,,,,261292,
1236773,15,108,18,94,94,94,100,100,9400,,,,,261293,
1236778,15,889,28,71,0,0,12,12,852,,,,,261294,
1236779,34,607,16,51,51,51,40,40,2040,,,,,261295,
1236780,11,305,22,70,70,70,8,8,560,,,,,261296,
1236781,22,607,26,11,11,11,58,58,638,,,,,261297,
1236784,11,300,20,23,23,23,28,28,644,,,,,261298,
1236789,33,855,18,55,55,55,100,100,5500,,,,,261299,
1236793,33,855,15,25,25,25,56,56,1400,,,,,261300,
1236798,21,305,28,70,70,70,12,12,840,,,,,261301,
1236799,14,568,17,48,48,48,10,10,480,,,,,261302,
1236800,29,108,26,46,46,46,58,58,2668,,,,,261303,
1236803,34,688,29,58,58,58,18,18,1044,,,,,261304,
1236808,15,543,30,17,17,17,21,21,357,,,,,261305,
1236810,35,688,21,11,11,11,20,20,220,,,,,261306,
1236812,26,617,17,91,91,91,10,10,910,,,,,261307,
1236815,13,568,29,93,93,93,18,18,1674,,,,,261308,
1236819,11,305,30,11,11,11,21,21,231,,,,,261309,
1236822,22,855,16,23,23,23,40,40,920,,,,,261310,
1236825,33,607,25,60,60,60,78,78,4680,,,,,261311,
1236826,13,889,18,49,49,49,100,100,4900,,,,,261312,
1236829,11,617,25,52,52,52,78,78,4056,,,,,261313,
1236834,20,688,14,1,1,1,57,57,57,,,,,261314,
1236835,26,889,23,8,8,8,97,97,776,,,,,261315,
1236836,29,108,20,53,53,53,28,28,1484,,,,,261316,
1236839,24,300,25,88,88,88,78,78,6864,,,,,261317,
1236840,11,108,19,69,69,69,44,44,3036,,,,,261318,
1236844,18,855,19,85,0,0,44,44,3740,,,,,261319,
1236846,18,617,21,70,70,70,20,20,1400,,,,,261320,
1236848,32,305,18,100,100,100,100,100,10000,,,,,261321,
1236852,37,568,23,46,46,46,97,97,4462,,,,,261322,
1236853,27,688,19,56,56,56,44,44,2464,,,,,261323,
1236855,11,607,26,39,39,39,58,58,2262,,,,,261324,
1236857,25,617,23,62,62,62,97,97,6014,,,,,261325,
1236861,37,889,17,44,44,44,10,10,440,,,,,261326,
1236866,23,108,18,91,91,91,100,100,9100,,,,,261327,
1236868,30,607,27,76,76,76,3,3,228,,,,,261328,
1236871,28,855,18,6,6,6,100,100,600,,,,,261329,
1236872,37,889,25,50,50,50,78,78,3900,,,,,261330,
1236875,31,568,29,79,79,79,18,18,1422,,,,,261331,
1236877,33,855,26,71,71,71,58,58,4118,,,,,261332,
1236880,31,108,30,66,66,66,21,21,1386,,,,,261333,
1236881,15,568,15,5,5,5,56,56,280,,,,,261334,
1236885,16,617,19,93,93,93,44,44,4092,,,,,261335,
1236889,11,889,30,31,31,31,21,21,651,,,,,261336,
1236892,11,688,19,91,91,91,44,44,4004,,,,,261337,
1236896,27,855,17,55,55,55,10,10,550,,,,,261338,
1236897,37,568,30,65,65,65,21,21,1365,,,,,261339,
1236902,27,305,25,87,0,0,78,78,6786,,,,,261340,
1236906,28,607,17,77,77,77,10,10,770,,,,,261341,
1236909,33,688,26,8,8,8,58,58,464,,,,,261342,
1236910,17,300,18,19,19,19,100,100,1900,,,,,261343,
1236915,13,305,31,54,54,54,72,72,3888,,,,,261344,
1236920,19,305,26,72,72,72,58,58,4176,,,,,261345,
1236923,30,108,27,40,40,40,3,3,120,,,,,261346,
1236925,30,617,25,77,77,77,78,78,6006,,,,,261347,
1236930,32,305,29,70,70,70,18,18,1260,,,,,261348,
1236932,29,108,16,11,11,11,40,40,440,,,,,261349,
1236934,19,305,21,73,73,73,20,20,1460,,,,,261350,
1236935,37,300,17,41,41,41,10,10,410,,,,,261351,
1236940,29,300,18,78,78,78,100,100,7800,,,,,261352,
1236945,18,607,17,57,57,57,10,10,570,,,,,261353,
1236948,35,855,25,30,30,30,78,78,2340,,,,,261354,
1236952,33,543,23,16,16,16,97,97,1552,,,,,261355,
1236956,21,607,27,89,89,89,3,3,267,,,,,261356,
1236959,36,108,17,57,57,57,10,10,570,,,,,261357,
1236960,36,855,29,21,21,21,18,18,378,,,,,261358,
1236963,16,889,31,27,27,27,72,72,1944,,,,,261359,
1236964,35,889,26,65,0,0,58,58,3770,,,,,261360,
1236965,34,543,30,93,93,93,21,21,1953,,,,,261361,
1236970,22,855,27,74,74,74,3,3,222,,,,,261362,
1236973,11,108,18,96,96,0,100,100,9600,,,,,261363,
1236978,27,108,20,23,23,23,28,28,644,,,,,261364,
1236979,13,889,21,38,38,38,20,20,760,,,,,261365,
1236984,32,688,28,87,87,87,12,12,1044,,,,,261366,
1236986,17,568,31,84,84,84,72,72,6048,,,,,261367,
1236989,14,855,29,81,81,81,18,18,1458,,,,,261368,
1236991,13,889,20,14,14,0,28,28,392,,,,,261369,
1236992,24,607,16,79,79,79,40,40,3160,,,,,261370,
1236993,14,688,23,67,67,67,97,97,6499,,,,,261371,
1236998,20,855,23,5,5,5,97,97,485,,,,,261372,
1236999,16,300,28,30,30,30,12,12,360,,,,,261373,
1237003,17,855,27,41,41,41,3,3,123,,,,,261374,
1237005,12,617,29,38,38,38,18,18,684,,,,,261375,
1237006,22,688,24,77,77,0,71,71,5467,,,,,261376,
1237007,37,617,16,84,84,84,40,40,3360,,,,,261377,
1237011,16,607,25,9,9,9,78,78,702,,,,,261378,
1237015,13,543,26,96,96,96,58,58,5568,,,,,261379,
1237017,37,305,18,51,51,51,100,100,5100,,,,,261380,
1237019,17,543,25,25,0,0,78,78,1950,,,,,261381,
1237023,34,108,24,7,7,7,71,71,497,,,,,261382,
1237028,15,607,15,48,48,48,56,56,2688,,,,,261383,
1237031,21,855,24,8,0,0,71,71,568,,,,,261384,
1237032,17,617,28,91,91,91,12,12,1092,,,,,261385,
1237036,23,855,29,90,90,90,18,18,1620,,,,,261386,
1237041,15,617,26,100,100,100,58,58,5800,,,,,261387,
1237046,34,305,14,73,73,73,57,57,4161,,,,,261388,
1237050,25,543,20,21,21,21,28,28,588,,,,,261389,
1237052,29,108,30,65,65,65,21,21,1365,,,,,261390,
1237055,33,543,27,83,83,83,3,3,249,,,,,261391,
1237059,32,889,15,62,62,62,56,56,3472,,,,,261392,
1237061,14,543,22,12,12,12,8,8,96,,,,,261393,
1237062,14,543,23,39,39,39,97,97,3783,,,,,261394,
1237063,18,688,26,70,70,70,58,58,4060,,,,,261395,
1237064,36,300,26,20,20,20,58,58,1160,,,,,261396,
1237068,13,543,14,54,54,54,57,57,3078,,,,,261397,
1237070,36,305,23,71,71,71,97,97,6887,,,,,261398,
1237074,28,568,27,75,75,75,3,3,225,,,,,261399,
1237077,36,108,31,83,83,83,72,72,5976,,,,,261400,
1237080,28,300,14,91,91,91,57,57,5187,,,,,261401,
1237081,21,889,30,58,0,0,21,21,1218,,,,,261402,
1237083,34,855,18,63,63,63,100,100,6300,,,,,261403,
1237088,29,855,15,9,9,9,56,56,504,,,,,261404,
1237089,21,108,21,52,0,0,20,20,1040,,,,,261405,
1237092,22,568,30,43,43,43,21,21,903,,,,,261406,
1237096,21,568,31,19,19,0,72,72,1368,,,,,261407,
1237098,14,568,14,30,30,30,57,57,1710,,,,,261408,
1237102,11,855,19,38,38,38,44,44,1672,,,,,261409,
1237103,26,543,23,84,84,84,97,97,8148,,,,,261410,
1237108,16,855,27,44,44,44,3,3,132,,,,,261411,
1237111,29,688,27,39,39,39,3,3,117,,,,,261412,
1237114,12,543,25,42,42,42,78,78,3276,,,,,261413,
1237118,27,568,29,77,77,0,18,18,1386,,,,,261414,
1237121,16,108,27,68,68,68,3,3,204,,,,,261415,
1237125,14,855,30,29,0,0,21,21,609,,,,,261416,
1237126,25,607,23,89,89,89,97,97,8633,,,,,261417,
1237127,37,568,15,44,44,44,56,56,2464,,,,,261418,
1237132,20,607,28,43,43,43,12,12,516,,,,,261419,
1237133,35,889,26,9,9,9,58,58,522,,,,,261420,
1237138,37,855,19,1,1,1,44,44,44,,,,,261421,
1237140,22,607,28,17,17,17,12,12,204,,,,,261422,
1237142,30,108,15,33,33,33,56,56,1848,,,,,261423,
1237145,23,688,26,34,34,34,58,58,1972,,,,,261424,
1237146,19,688,16,96,96,96,40,40,3840,,,,,261425,
1237148,25,305,17,21,21,21,10,10,210,,,,,261426,
1237149,37,617,30,74,74,74,21,21,1554,,,,,261427,
1237150,25,543,24,4,4,4,71,71,284,,,,,261428,
1237155,15,305,31,51,51,51,72,72,3672,,,,,261429,
1237157,25,305,14,79,79,79,57,57,4503,,,,,261430,
1237162,16,305,25,98,98,98,78,78,7644,,,,,261431,
1237165,36,607,20,57,57,57,28,28,1596,,,,,261432,
1237166,30,568,17,41,41,41,10,10,410,,,,,261433,
1237168,28,300,27,8,8,8,3,3,24,,,,,261434,
1237171,33,108,20,66,66,66,28,28,1848,,,,,261435,
1237176,13,568,24,83,83,83,71,71,5893,,,,,261436,
1237178,14,607,22,20,20,20,8,8,160,,,,,261437,
1237180,13,607,22,92,92,92,8,8,736,,,,,261438,
1237183,23,108,23,81,81,81,97,97,7857,,,,,261439,
1237187,34,108,30,28,28,28,21,21,588,,,,,261440,
1237188,37,108,15,17,17,17,56,56,952,,,,,261441,
1237190,28,688,17,62,62,62,10,10,620,,,,,261442,
1237191,26,855,31,81,81,81,72,72,5832,,,,,261443,
1237193,19,607,31,89,89,89,72,72,6408,,,,,261444,
1237196,14,889,27,9,9,9,3,3,27,,,,,261445,
1237199,36,543,19,74,74,74,44,44,3256,,,,,261446,
1237200,12,855,18,34,34,34,100,100,3400,,,,,261447,
1237201,20,855,15,42,42,42,56,56,2352,,,,,261448,
1237204,24,607,14,16,16,16,57,57,912,,,,,261449,
1237209,11,568,21,20,20,20,20,20,400,,,,,261450,
1237214,22,688,27,85,85,85,3,3,255,,,,,261451,
1237218,17,617,26,29,29,29,58,58,1682,,,,,261452,
1237223,32,617,15,27,27,27,56,56,1512,,,,,261453,
1237228,28,607,20,19,19,19,28,28,532,,,,,261454,
1237233,16,305,16,18,18,18,40,40,720,,,,,261455,
1237234,29,889,30,40,40,40,21,21,840,,,,,261456,
1237239,25,688,22,43,43,43,8,8,344,,,,,261457,
1237241,28,300,31,92,92,92,72,72,6624,,,,,261458,
1237243,18,568,17,96,96,0,10,10,960,,,,,261459,
1237245,32,688,26,68,68,68,58,58,3944,,,,,261460,
1237249,35,688,14,31,31,31,57,57,1767,,,,,261461,
1237253,14,108,14,4,4,4,57,57,228,,,,,261462,
1237255,21,855,16,98,98,98,40,40,3920,,,,,261463,
1237257,11,568,21,47,47,47,20,20,940,,,,,261464,
1237259,28,305,16,75,75,75,40,40,3000,,,,,261465,
1237261,33,305,18,80,80,80,100,100,8000,,,,,261466,
1237264,33,300,20,12,12,12,28,28,336,,,,,261467,
1237268,25,855,31,85,85,85,72,72,6120,,,,,261468,
1237271,24,688,25,93,93,93,78,78,7254,,,,,261469,
1237273,25,688,26,29,29,0,58,58,1682,,,,,261470,
1237276,12,108,29,54,54,54,18,18,972,,,,,261471,
1237278,30,617,15,93,93,93,56,56,5208,,,,,261472,
1237280,25,108,29,22,22,22,18,18,396,,,,,261473,
1237281,17,855,29,100,100,100,18,18,1800,,,,,261474,
1237284,35,889,18,43,43,43,100,100,4300,,,,,261475,
1237289,22,108,22,69,69,69,8,8,552,,,,,261476,
1237294,29,855,24,4,4,4,71,71,284,,,,,261477,
1237297,26,688,20,61,61,61,28,28,1708,,,,,261478,
1237299,32,607,30,77,77,0,21,21,1617,,,,,261479,
1237302,28,889,20,83,83,83,28,28,2324,,,,,261480,
1237304,21,543,30,18,18,18,21,21,378,,,,,261481,
1237305,29,855,21,17,17,17,20,20,340,,,,,261482,
1237309,24,300,28,19,19,19,12,12,228,,,,,261483,
1237311,30,543,20,66,66,66,28,28,1848,,,,,261484,
1237312,17,607,16,30,30,30,40,40,1200,,,,,261485,
1237313,33,543,26,5,5,5,58,58,290,,,,,261486,
1237316,13,889,20,75,75,75,28,28,2100,,,,,261487,
1237321,26,300,16,19,19,19,40,40,760,,,,,261488,
1237323,12,688,21,26,26,26,20,20,520,,,,,261489,
1237326,25,543,31,51,51,0,72,72,3672,,,,,261490,
1237329,11,607,15,57,57,57,56,56,3192,,,,,261491,
1237332,17,855,23,3,3,3,97,97,291,,,,,261492,
1237335,28,568,24,83,0,0,71,71,5893,,,,,261493,
1237340,11,543,27,37,37,37,3,3,111,,,,,261494,
1237341,17,617,30,58,58,58,21,21,1218,,,,,261495,
1237342,28,568,18,4,4,4,100,100,400,,,,,261496,
1237346,15,543,31,52,52,52,72,72,3744,,,,,261497,
1237351,20,568,27,26,26,26,3,3,78,,,,,261498,
1237355,34,543,22,2,2,2,8,8,16,,,,,261499,
1237360,37,855,20,81,81,0,28,28,2268,,,,,261500,
1237361,29,300,30,66,66,66,21,21,1386,,,,,261501,
1237364,11,108,17,10,0,0,10,10,100,,,,,261502,
1237369,18,300,19,14,14,14,44,44,616,,,,,261503,
1237371,19,607,21,5,5,5,20,20,100,,,,,261504,
1237372,19,688,22,79,0,0,8,8,632,,,,,261505,
1237375,32,305,26,19,19,19,58,58,1102,,,,,261506,
1237379,36,688,21,80,80,80,20,20,1600,,,,,261507,
1237381,20,543,29,64,64,64,18,18,1152,,,,,261508,
1237382,32,617,21,22,22,22,20,20,440,,,,,261509,
1237383,15,688,21,90,90,90,20,20,1800,,,,,261510,
1237388,12,543,21,29,0,0,20,20,580,,,,,261511,
1237391,35,108,15,78,78,78,56,56,4368,,,,,261512,
1237393,34,889,19,14,14,14,44,44,616,,,,,261513,
1237394,26,617,31,56,56,56,72,72,4032,,,,,261514,
1237399,24,855,31,23,23,23,72,72,1656,,,,,261515,
1237401,26,305,17,41,41,41,10,10,410,,,,,261516,
1237406,20,889,17,39,39,39,10,10,390,,,,,261517,
1237410,22,568,29,12,12,12,18,18,216,,,,,261518,
1237415,35,889,23,81,81,81,97,97,7857,,,,,261519,
1237416,32,568,20,87,87,0,28,28,2436,,,,,261520,
1237419,22,568,27,76,76,76,3,3,228,,,,,261521,
1237421,25,607,20,96,96,96,28,28,2688,,,,,261522,
1237424,37,617,29,78,78,78,18,18,1404,,,,,261523,
1237426,36,607,23,11,11,11,97,97,1067,,,,,261524,
1237427,20,543,22,64,64,64,8,8,512,,,,,261525,
1237430,16,305,21,87,87,87,20,20,1740,,,,,261526,
1237431,17,855,26,23,23,23,58,58,1334,,,,,261527,
1237436,33,108,18,57,57,57,100,100,5700,,,,,261528,
1237440,20,568,17,34,34,34,10,10,340,,,,,261529,
1237442,33,688,22,54,54,54,8,8,432,,,,,261530,
1237446,17,889,15,10,10,10,56,56,560,,,,,261531,
1237448,19,108,24,20,20,20,71,71,1420,,,,,261532,
1237450,17,889,20,23,23,23,28,28,644,,,,,261533,
1237455,29,889,28,15,15,15,12,12,180,,,,,261534,
