Transaction,Transaction_Type,Status,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount ,netamount ,expectedshipdate ,expectedreceiptdate ,MEMO ,mainline,UNIQUEKEY ,kitmemberof,delete_random_number,,,
1261146,PurchOrd,,28,911,514,80,80,80,10,10,800,2021-11-20,2021-11-25,,,242984,,46,,,
1261217,PurchOrd,,21,875,291,21,21,21,42,42,882,2022-08-18,2022-08-23,,,242985,,53,,,
1261220,PurchOrd,,35,449,509,9,9,9,17,17,153,2022-02-12,2022-02-17,,,242986,,7,,,
1261289,PurchOrd,,21,911,372,3,3,3,59,59,177,2020-05-03,2020-05-08,,,242987,,45,,,
1261305,PurchOrd,,20,128,791,81,81,81,17,17,1377,2020-07-28,2020-08-02,,,242988,,65,,,
1261346,PurchOrd,,37,875,23,7,7,7,76,76,532,2021-08-04,2021-08-09,,,242989,,68,,,
1261392,PurchOrd,,20,569,512,87,87,87,70,70,6090,2021-03-03,2021-03-08,,,242990,,84,,,
1261450,PurchOrd,,35,875,40,57,57,57,10,10,570,2020-10-21,2020-10-26,,,242991,,6,,,
1261456,PurchOrd,,14,588,66,6,6,6,97,97,582,2021-04-08,2021-04-13,,,242992,,43,,,
1261463,PurchOrd,,19,449,542,78,78,78,6,6,468,2021-03-18,2021-03-23,,,242993,,26,,,
1261480,PurchOrd,,15,117,790,78,78,78,25,25,1950,2020-04-04,2020-04-09,,,242994,,65,,,
1261506,PurchOrd,,18,875,250,100,100,100,37,37,3700,2020-03-06,2020-03-11,,,242995,,52,,,
1261510,PurchOrd,,11,911,353,31,31,31,25,25,775,2021-03-07,2021-03-12,,,242996,,16,,,
1261579,PurchOrd,,29,685,146,78,78,78,39,39,3042,2022-07-17,2022-07-22,,,242997,,67,,,
1261625,PurchOrd,,12,588,214,92,92,92,20,20,1840,2022-05-27,2022-06-01,,,242998,,80,,,
1261636,PurchOrd,,33,117,84,5,5,5,46,46,230,2021-03-30,2021-04-04,,,242999,,78,,,
1261665,PurchOrd,,35,911,386,51,51,51,31,31,1581,2020-09-25,2020-09-30,,,243000,,15,,,
1261743,PurchOrd,,20,685,73,57,57,57,61,61,3477,2022-10-25,2022-10-30,,,243001,,85,,,
1261758,PurchOrd,,30,588,791,94,94,94,17,17,1598,2020-08-03,2020-08-08,,,243002,,32,,,
1261849,PurchOrd,,29,685,219,72,72,72,48,48,3456,2022-04-13,2022-04-18,,,243003,,26,,,
1261855,PurchOrd,,31,128,243,77,77,77,98,98,7546,2020-11-10,2020-11-15,,,243004,,77,,,
1261860,PurchOrd,,17,449,73,40,40,40,61,61,2440,2022-03-23,2022-03-28,,,243005,,4,,,
1261862,PurchOrd,,26,911,503,40,0,0,90,90,3600,2022-10-16,2022-10-21,,,243006,,99,,,
1261879,PurchOrd,,34,407,202,54,54,54,83,83,4482,2022-06-04,2022-06-09,,,243007,,50,,,
1261896,PurchOrd,,12,128,18,10,10,10,96,96,960,2021-02-13,2021-02-18,,,243008,,13,,,
1261922,PurchOrd,,21,449,757,63,0,0,54,54,3402,2020-10-01,2020-10-06,,,243009,,100,,,
1261955,PurchOrd,,18,875,690,53,53,53,54,54,2862,2022-01-22,2022-01-27,,,243010,,62,,,
1261983,PurchOrd,,35,685,626,41,41,41,94,94,3854,2020-08-30,2020-09-04,,,243011,,37,,,
1262031,PurchOrd,,33,407,625,43,43,43,89,89,3827,2022-02-18,2022-02-23,,,243012,,36,,,
1262037,PurchOrd,,28,117,31,77,77,77,67,67,5159,2021-06-19,2021-06-24,,,243013,,38,,,
1262048,PurchOrd,,25,128,296,13,13,13,2,2,26,2021-07-10,2021-07-15,,,243014,,27,,,
1262063,PurchOrd,,33,569,650,72,0,0,14,14,1008,2021-06-16,2021-06-21,,,243015,,97,,,
1262067,PurchOrd,,22,117,479,52,52,52,69,69,3588,2022-09-29,2022-10-04,,,243016,,82,,,
1262096,PurchOrd,,19,588,254,94,94,94,42,42,3948,2022-10-26,2022-10-31,,,243017,,83,,,
1262097,PurchOrd,,18,117,457,43,0,0,31,31,1333,2020-09-15,2020-09-20,,,243018,,99,,,
1262138,PurchOrd,,17,685,107,53,53,53,25,25,1325,2021-11-22,2021-11-27,,,243019,,68,,,
1262139,PurchOrd,,36,685,49,30,30,30,8,8,240,2022-08-23,2022-08-28,,,243020,,83,,,
1262159,PurchOrd,,30,117,68,54,54,0,71,71,3834,2022-10-10,2022-10-15,,,243021,,94,,,
1262173,PurchOrd,,24,875,543,34,34,34,37,37,1258,2020-03-12,2020-03-17,,,243022,,42,,,
1262176,PurchOrd,,36,911,554,63,63,63,58,58,3654,2021-09-02,2021-09-07,,,243023,,3,,,
1262262,PurchOrd,,25,911,333,16,16,16,75,75,1200,2022-02-19,2022-02-24,,,243024,,6,,,
1262326,PurchOrd,,34,117,238,25,25,25,46,46,1150,2020-06-12,2020-06-17,,,243025,,7,,,
1262348,PurchOrd,,26,875,144,45,45,45,32,32,1440,2021-05-20,2021-05-25,,,243026,,12,,,
1262370,PurchOrd,,31,117,159,54,54,54,54,54,2916,2020-01-31,2020-02-05,,,243027,,20,,,
1262397,PurchOrd,,30,407,71,93,93,93,19,19,1767,2022-06-23,2022-06-28,,,243028,,70,,,
1262434,PurchOrd,,29,911,525,36,36,36,99,99,3564,2021-05-02,2021-05-07,,,243029,,74,,,
1262445,PurchOrd,,25,407,694,94,94,94,85,85,7990,2021-02-20,2021-02-25,,,243030,,17,,,
1262559,PurchOrd,,33,128,269,47,47,47,27,27,1269,2021-04-15,2021-04-20,,,243031,,8,,,
1262579,PurchOrd,,18,587,740,73,73,73,20,20,1460,2022-03-03,2022-03-08,,,243032,,53,,,
1262653,PurchOrd,,17,875,61,21,21,21,85,85,1785,2020-04-13,2020-04-18,,,243033,,5,,,
1262670,PurchOrd,,36,569,489,56,56,0,15,15,840,2022-11-16,2022-11-21,,,243034,,92,,,
1262689,PurchOrd,,22,911,676,39,39,39,32,32,1248,2020-02-07,2020-02-12,,,243035,,45,,,
1262704,PurchOrd,,30,911,89,59,0,0,18,18,1062,2021-03-18,2021-03-23,,,243036,,96,,,
1262769,PurchOrd,,23,128,91,98,98,98,80,80,7840,2020-02-26,2020-03-02,,,243037,,23,,,
1262786,PurchOrd,,36,569,144,4,4,4,32,32,128,2022-09-25,2022-09-30,,,243038,,86,,,
1262883,PurchOrd,,35,875,481,28,28,28,95,95,2660,2020-03-20,2020-03-25,,,243039,,40,,,
1262890,PurchOrd,,15,569,55,47,47,47,48,48,2256,2020-02-21,2020-02-26,,,243040,,23,,,
1262910,PurchOrd,,22,587,720,2,2,2,77,77,154,2021-12-30,2022-01-04,,,243041,,79,,,
1262916,PurchOrd,,33,875,66,45,45,45,97,97,4365,2022-01-16,2022-01-21,,,243042,,52,,,
1262982,PurchOrd,,25,117,265,81,81,81,20,20,1620,2020-03-26,2020-03-31,,,243043,,20,,,
1263000,PurchOrd,,15,407,711,59,59,59,46,46,2714,2022-02-20,2022-02-25,,,243044,,7,,,
1263064,PurchOrd,,34,588,139,12,0,0,72,72,864,2021-10-24,2021-10-29,,,243045,,97,,,
1263069,PurchOrd,,37,587,589,52,52,52,35,35,1820,2020-11-07,2020-11-12,,,243046,,67,,,
1263081,PurchOrd,,11,407,699,34,34,34,36,36,1224,2022-04-18,2022-04-23,,,243047,,15,,,
1263094,PurchOrd,,13,407,215,65,65,65,47,47,3055,2021-08-21,2021-08-26,,,243048,,80,,,
1263096,PurchOrd,,16,117,572,85,85,85,57,57,4845,2020-07-23,2020-07-28,,,243049,,33,,,
1263102,PurchOrd,,25,569,634,65,65,65,4,4,260,2022-04-29,2022-05-04,,,243050,,39,,,
1263110,PurchOrd,,22,117,287,62,62,62,37,37,2294,2020-03-20,2020-03-25,,,243051,,55,,,
1263116,PurchOrd,,31,569,599,38,38,38,34,34,1292,2021-03-03,2021-03-08,,,243052,,55,,,
1263129,PurchOrd,,24,588,292,84,84,84,80,80,6720,2021-01-04,2021-01-09,,,243053,,85,,,
1263165,PurchOrd,,13,685,513,60,60,60,30,30,1800,2020-09-28,2020-10-03,,,243054,,74,,,
1263170,PurchOrd,,31,587,270,49,49,0,39,39,1911,2021-07-19,2021-07-24,,,243055,,90,,,
1263187,PurchOrd,,21,875,737,80,80,80,66,66,5280,2020-09-18,2020-09-23,,,243056,,85,,,
1263194,PurchOrd,,20,117,325,78,78,78,23,23,1794,2022-05-08,2022-05-13,,,243057,,30,,,
1263207,PurchOrd,,28,569,580,39,39,39,40,40,1560,2021-05-11,2021-05-16,,,243058,,64,,,
1263216,PurchOrd,,27,569,414,17,17,17,61,61,1037,2020-07-06,2020-07-11,,,243059,,22,,,
1263218,PurchOrd,,27,128,312,68,68,68,1,1,68,2021-11-20,2021-11-25,,,243060,,84,,,
1263234,PurchOrd,,36,117,481,94,94,94,95,95,8930,2021-05-28,2021-06-02,,,243061,,3,,,
1263261,PurchOrd,,29,407,330,45,45,45,87,87,3915,2022-08-11,2022-08-16,,,243062,,77,,,
1263299,PurchOrd,,32,875,119,100,100,100,98,98,9800,2020-04-20,2020-04-25,,,243063,,22,,,
1263348,PurchOrd,,19,449,747,29,29,29,73,73,2117,2021-08-09,2021-08-14,,,243064,,89,,,
1263363,PurchOrd,,30,407,127,53,53,0,84,84,4452,2020-10-17,2020-10-22,,,243065,,94,,,
1263382,PurchOrd,,28,449,31,90,90,90,67,67,6030,2020-11-16,2020-11-21,,,243066,,70,,,
1263433,PurchOrd,,24,587,593,42,42,42,78,78,3276,2020-04-23,2020-04-28,,,243067,,29,,,
1263459,PurchOrd,,12,588,555,74,74,74,55,55,4070,2022-06-04,2022-06-09,,,243068,,62,,,
1263465,PurchOrd,,23,875,567,60,60,60,24,24,1440,2021-02-03,2021-02-08,,,243069,,6,,,
1263477,PurchOrd,,27,875,718,23,23,23,68,68,1564,2021-05-21,2021-05-26,,,243070,,63,,,
1263503,PurchOrd,,27,875,709,20,20,20,62,62,1240,2020-12-10,2020-12-15,,,243071,,37,,,
1263506,PurchOrd,,15,685,529,96,96,96,8,8,768,2022-01-29,2022-02-03,,,243072,,78,,,
1263536,PurchOrd,,27,875,236,64,64,64,6,6,384,2022-06-26,2022-07-01,,,243073,,14,,,
1263568,PurchOrd,,28,587,473,100,100,100,40,40,4000,2022-04-06,2022-04-11,,,243074,,58,,,
1263588,PurchOrd,,34,587,87,43,43,43,75,75,3225,2022-05-20,2022-05-25,,,243075,,24,,,
1263650,PurchOrd,,15,407,296,38,38,38,2,2,76,2021-02-05,2021-02-10,,,243076,,30,,,
1263656,PurchOrd,,18,588,393,93,93,93,63,63,5859,2022-02-23,2022-02-28,,,243077,,63,,,
1263723,PurchOrd,,15,685,295,3,3,3,75,75,225,2021-10-22,2021-10-27,,,243078,,82,,,
1263735,PurchOrd,,12,875,602,56,56,56,55,55,3080,2022-07-03,2022-07-08,,,243079,,57,,,
1263747,PurchOrd,,16,685,108,87,87,87,76,76,6612,2020-09-27,2020-10-02,,,243080,,21,,,
1263855,PurchOrd,,33,875,307,76,76,76,27,27,2052,2022-04-24,2022-04-29,,,243081,,61,,,
1263862,PurchOrd,,20,588,791,76,76,76,17,17,1292,2021-01-30,2021-02-04,,,243082,,45,,,
1263895,PurchOrd,,12,449,126,67,67,0,48,48,3216,2021-12-26,2021-12-31,,,243083,,94,,,
1263907,PurchOrd,,19,117,398,79,79,0,81,81,6399,2020-07-09,2020-07-14,,,243084,,93,,,
1263918,PurchOrd,,22,569,93,83,83,83,19,19,1577,2020-09-06,2020-09-11,,,243085,,67,,,
1263963,PurchOrd,,24,117,619,14,14,14,93,93,1302,2022-01-14,2022-01-19,,,243086,,32,,,
1263968,PurchOrd,,29,685,169,9,9,9,20,20,180,2022-09-16,2022-09-21,,,243087,,89,,,
1264013,PurchOrd,,35,875,595,90,90,90,55,55,4950,2020-02-28,2020-03-04,,,243088,,10,,,
1264026,PurchOrd,,13,569,753,11,11,11,26,26,286,2020-09-29,2020-10-04,,,243089,,17,,,
1264051,PurchOrd,,24,875,144,39,39,39,32,32,1248,2022-06-04,2022-06-09,,,243090,,31,,,
1264135,PurchOrd,,20,587,469,92,92,0,10,10,920,2022-06-19,2022-06-24,,,243091,,94,,,
1264145,PurchOrd,,26,117,712,63,63,63,2,2,126,2022-02-09,2022-02-14,,,243092,,66,,,
1264154,PurchOrd,,16,449,449,56,56,56,13,13,728,2020-06-27,2020-07-02,,,243093,,76,,,
1264177,PurchOrd,,27,685,792,70,70,70,69,69,4830,2022-07-20,2022-07-25,,,243094,,62,,,
1264252,PurchOrd,,18,117,441,1,1,1,40,40,40,2020-07-14,2020-07-19,,,243095,,43,,,
1264327,PurchOrd,,30,685,524,75,75,75,71,71,5325,2022-04-21,2022-04-26,,,243096,,60,,,
1264335,PurchOrd,,23,875,652,93,93,0,40,40,3720,2021-10-20,2021-10-25,,,243097,,92,,,
1264341,PurchOrd,,18,911,82,28,28,28,91,91,2548,2021-06-25,2021-06-30,,,243098,,12,,,
1264388,PurchOrd,,32,128,23,61,61,61,76,76,4636,2022-03-18,2022-03-23,,,243099,,42,,,
1264422,PurchOrd,,18,685,207,70,70,70,89,89,6230,2021-07-13,2021-07-18,,,243100,,8,,,
1264492,PurchOrd,,36,449,577,58,58,0,94,94,5452,2022-09-02,2022-09-07,,,243101,,91,,,
1264512,PurchOrd,,17,407,553,46,46,46,16,16,736,2022-09-03,2022-09-08,,,243102,,81,,,
1264543,PurchOrd,,14,911,143,79,79,79,49,49,3871,2021-09-21,2021-09-26,,,243103,,8,,,
1264575,PurchOrd,,14,128,312,9,9,9,1,1,9,2020-02-29,2020-03-05,,,243104,,56,,,
1264581,PurchOrd,,21,911,712,8,8,8,2,2,16,2021-03-08,2021-03-13,,,243105,,70,,,
1264604,PurchOrd,,36,569,528,30,30,30,48,48,1440,2020-10-26,2020-10-31,,,243106,,30,,,
1264628,PurchOrd,,29,911,629,62,62,62,5,5,310,2022-10-29,2022-11-03,,,243107,,85,,,
1264632,PurchOrd,,36,117,162,12,12,12,92,92,1104,2020-01-21,2020-01-26,,,243108,,28,,,
1264649,PurchOrd,,25,569,502,1,1,1,76,76,76,2022-07-01,2022-07-06,,,243109,,10,,,
1264650,PurchOrd,,26,407,243,94,94,94,98,98,9212,2020-04-13,2020-04-18,,,243110,,33,,,
1264680,PurchOrd,,20,911,127,85,85,85,84,84,7140,2022-05-18,2022-05-23,,,243111,,77,,,
1264681,PurchOrd,,33,569,699,47,47,47,36,36,1692,2022-06-19,2022-06-24,,,243112,,33,,,
1264699,PurchOrd,,14,407,233,26,26,26,72,72,1872,2020-02-27,2020-03-03,,,243113,,18,,,
1264723,PurchOrd,,16,128,349,8,0,0,89,89,712,2020-04-02,2020-04-07,,,243114,,96,,,
1264733,PurchOrd,,14,117,303,4,4,4,70,70,280,2020-03-08,2020-03-13,,,243115,,88,,,
1264772,PurchOrd,,32,569,506,98,98,98,7,7,686,2021-08-09,2021-08-14,,,243116,,71,,,
1264836,PurchOrd,,36,407,569,89,89,89,84,84,7476,2022-04-22,2022-04-27,,,243117,,9,,,
1264995,PurchOrd,,11,407,666,96,96,96,20,20,1920,2021-07-28,2021-08-02,,,243118,,63,,,
1265012,PurchOrd,,32,128,382,30,30,30,33,33,990,2020-03-05,2020-03-10,,,243119,,71,,,
1265016,PurchOrd,,30,407,73,90,0,0,61,61,5490,2022-06-28,2022-07-03,,,243120,,97,,,
1265064,PurchOrd,,30,569,339,92,92,92,91,91,8372,2020-06-10,2020-06-15,,,243121,,53,,,
1265073,PurchOrd,,14,588,83,23,23,23,95,95,2185,2020-07-08,2020-07-13,,,243122,,85,,,
1265075,PurchOrd,,13,685,466,10,10,10,19,19,190,2020-10-30,2020-11-04,,,243123,,16,,,
1265099,PurchOrd,,34,569,521,47,47,47,17,17,799,2020-08-12,2020-08-17,,,243124,,65,,,
1265118,PurchOrd,,21,588,778,35,35,35,78,78,2730,2020-03-25,2020-03-30,,,243125,,70,,,
1265146,PurchOrd,,14,449,201,62,62,62,62,62,3844,2022-06-15,2022-06-20,,,243126,,21,,,
1265190,PurchOrd,,27,685,96,50,50,50,31,31,1550,2022-01-30,2022-02-04,,,243127,,74,,,
1265215,PurchOrd,,25,875,576,68,68,68,51,51,3468,2020-11-03,2020-11-08,,,243128,,7,,,
1265257,PurchOrd,,26,685,239,16,16,0,81,81,1296,2020-09-26,2020-10-01,,,243129,,91,,,
1265366,PurchOrd,,25,685,284,28,28,28,28,28,784,2020-04-13,2020-04-18,,,243130,,1,,,
1265400,PurchOrd,,26,875,195,59,59,59,6,6,354,2022-08-21,2022-08-26,,,243131,,35,,,
1265401,PurchOrd,,35,587,201,10,10,10,62,62,620,2022-10-31,2022-11-05,,,243132,,81,,,
1265405,PurchOrd,,28,449,15,54,54,54,49,49,2646,2020-12-08,2020-12-13,,,243133,,70,,,
1265407,PurchOrd,,18,911,430,14,0,0,8,8,112,2022-08-26,2022-08-31,,,243134,,98,,,
1265453,PurchOrd,,30,685,788,22,22,22,4,4,88,2021-01-04,2021-01-09,,,243135,,85,,,
1265542,PurchOrd,,19,117,133,27,0,0,21,21,567,2022-07-22,2022-07-27,,,243136,,98,,,
1265554,PurchOrd,,13,569,528,71,71,71,48,48,3408,2022-08-24,2022-08-29,,,243137,,70,,,
1265621,PurchOrd,,16,587,415,95,95,95,97,97,9215,2022-02-15,2022-02-20,,,243138,,80,,,
1265623,PurchOrd,,32,875,380,37,37,37,47,47,1739,2022-04-10,2022-04-15,,,243139,,28,,,
1265765,PurchOrd,,31,449,470,19,19,19,52,52,988,2022-08-04,2022-08-09,,,243140,,86,,,
1265799,PurchOrd,,22,911,591,0,0,0,36,36,0,2022-03-15,2022-03-20,,,243141,,39,,,
1265816,PurchOrd,,23,117,66,51,51,51,97,97,4947,2022-05-16,2022-05-21,,,243142,,84,,,
1265833,PurchOrd,,37,569,766,25,0,0,80,80,2000,2021-03-13,2021-03-18,,,243143,,95,,,
1265854,PurchOrd,,25,588,450,45,45,45,52,52,2340,2020-12-13,2020-12-18,,,243144,,63,,,
1265891,PurchOrd,,31,407,408,61,61,61,2,2,122,2022-04-16,2022-04-21,,,243145,,20,,,
1265893,PurchOrd,,11,685,526,17,17,17,43,43,731,2021-03-14,2021-03-19,,,243146,,18,,,
1266045,PurchOrd,,34,128,432,11,11,11,58,58,638,2021-06-12,2021-06-17,,,243147,,11,,,
1266056,PurchOrd,,32,875,482,95,0,0,96,96,9120,2022-09-28,2022-10-03,,,243148,,98,,,
1266078,PurchOrd,,29,685,521,43,0,0,17,17,731,2022-11-23,2022-11-28,,,243149,,95,,,
1266097,PurchOrd,,17,569,629,68,68,68,5,5,340,2021-06-16,2021-06-21,,,243150,,41,,,
1266180,PurchOrd,,25,875,117,74,74,74,3,3,222,2021-01-03,2021-01-08,,,243151,,69,,,
1266212,PurchOrd,,29,569,314,55,55,55,91,91,5005,2021-03-01,2021-03-06,,,243152,,81,,,
1266227,PurchOrd,,33,128,221,77,77,77,75,75,5775,2022-10-05,2022-10-10,,,243153,,87,,,
1266239,PurchOrd,,13,117,82,88,88,0,91,91,8008,2021-11-04,2021-11-09,,,243154,,91,,,
1266312,PurchOrd,,16,911,500,52,52,0,76,76,3952,2021-11-25,2021-11-30,,,243155,,93,,,
1266341,PurchOrd,,11,685,466,71,71,71,19,19,1349,2021-12-12,2021-12-17,,,243156,,32,,,
1266355,PurchOrd,,18,407,534,42,42,42,93,93,3906,2021-04-23,2021-04-28,,,243157,,56,,,
1266373,PurchOrd,,28,588,424,12,12,12,95,95,1140,2020-08-26,2020-08-31,,,243158,,28,,,
,,,,,,,,,,,,,,,,243159,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
